abandon,放弃,/əˈbændən/
abide,遵守,/əˈbaɪd/
ability,能力,/əˈbɪləti/
able,能干的,/ˈeɪbl/
abnormal,不正常的,/æbˈnɔ:ml/
abolish,废除,/əˈbɒlɪʃ/
abroad,到国外,/əˈbrɔ:d/
absence,缺席,/ˈæbsəns/
absent,缺席的,/ˈæbsənt/
absolute,绝对的,/ˈæbsəlu:t/
absorb,吸收,/əbˈsɔ:b/
abstract,抽象的，理论上的,/ˈæbstrækt/
academic,学术的,/ˌækəˈdemɪk/
academy,学院,/əˈkædəmi/
accelerate,加速,/əkˈseləreɪt/
accept,接受,/əkˈsept/
acceptance,认可,/əkˈseptəns/
access,进入,/ˈækses/
accessory,配件,/əkˈsesəri/
acclaim,称赞,/əˈkleɪm/
accommodate,适应,/əˈkɒmədeɪt/
accommodation,住处,/əˌkɒməˈdeɪʃn/
accompany,陪伴,/əˈkʌmpəni/
accomplish,完成,/əˈkʌmplɪʃ/
account,解释,/əˈkaʊnt/
accountant,会计师,/əˈkaʊntənt/
accumulate,积累,/əˈkju:mjəleɪt/
accuracy,精确度,/ˈækjərəsi/
accurate,准确的,/ˈækjərət/
accuse,指责,/əˈkju:z/
achieve,实现,/əˈtʃi:v/
acknowledge,承认,/əkˈnɒlɪdʒ/
acquire,获得,/əˈkwaɪə(r)/
acquisition,采集,/ˌækwɪˈzɪʃn/
act,行为,/ækt/
action,行为,/ˈækʃn/
activate,激活,/ˈæktɪveɪt/
active,活跃的,/ˈæktɪv/
activity,活动,/ækˈtɪvəti/
actual,实际的,/ˈæktʃuəl/
acute,严重的,/əˈkju:t/
adapt,适应,/əˈdæpt/
add,加,/æd/
addict,上瘾者,/ˈædɪkt/
addition,加法,/əˈdɪʃn/
additional,额外的,/əˈdɪʃənl/
address,讲话,/əˈdres/
adequate,足够的,/ˈædɪkwət/
adjoin,毗连,/əˈdʒɔɪn/
adjust,调整,/əˈdʒʌst/
administration,管理,/ədˌmɪnɪˈstreɪʃn/
admire,钦佩,/ədˈmaɪə(r)/
admission,承认,/ədˈmɪʃn/
admit,承认,/ədˈmɪt/
adopt,采用,/əˈdɒpt/
adult,成年人,/ˈædʌlt/
advance,进展,/ədˈvɑ:ns/
advanced,先进的,/ədˈvɑ:nst/
advantage,优势,/ədˈvɑ:ntɪdʒ/
advice,建议,/ədˈvaɪs/
advisable,明智的,/ədˈvaɪzəbl/
advise,建议,/ədˈvaɪz/
advocate,提倡,/ˈædvəkeɪt/
aesthetic,审美的,/i:sˈθetɪk/
affair,事情,/əˈfeə(r)/
affect,影响,/əˈfekt/
affection,感情,/əˈfekʃn/
affiliate,分公司,/əˈfɪlieɪt/
affirm,肯定,/əˈfɜ:m/
afford,提供,/əˈfɔ:d/
aggravate,恶化,/ˈægrəveɪt/
aggressive,有进取心的,/əˈgresɪv/
agitate,煽动,/ˈædʒɪteɪt/
aid,援助,/eɪd/
aim,目标,/eɪm/
alarm,警报,/əˈlɑ:m/
alien,外星人,/ˈeɪliən/
alienate,离间,/ˈeɪliəneɪt/
allow,允许,/əˈlaʊ/
alter,改变,/ˈɔ:ltə(r)/
alternate,交替,/ɔ:lˈtɜ:nət/
alternative,供选择的,/ɔ:lˈtɜ:nətɪv/
amateur,业余爱好者,/ˈæmətə(r)/
amaze,吃惊,/əˈmeɪz/
ambiguous,模棱两可的,/æmˈbɪgjuəs/
ambition,野心,/æmˈbɪʃn/
ambitious,野心勃勃的,/æmˈbɪʃəs/
amend,修正,/əˈmend/
among,...之一,/əˈmʌŋ/
amount,数量,/əˈmaʊnt/
ample,充足的,/ˈæmpl/
amuse,娱乐,/əˈmju:z/
anchor,锚,/ˈæŋkə(r)/
anguish,痛苦,/ˈæŋgwɪʃ/
annoy,骚扰,/əˈnɔɪ/
annual,每年的,/ˈænjuəl/
anonymous,匿名的,/əˈnɒnɪməs/
answer,回答,/ˈɑ:nsə(r)/
anticipate,预期,/ænˈtɪsɪpeɪt/
anxiety,焦虑,/æŋˈzaɪəti/
anxious,忧虑的,/ˈæŋkʃəs/
apart,相距,/əˈpɑ:t/
apparent,明显的,/əˈpærənt/
appeal,上诉,/əˈpi:l/
appear,出现,/əˈpɪə(r)/
appearance,外表,/əˈpɪərəns/
appliance,装置,/əˈplaɪəns/
applicable,适用的,/əˈplɪkəbl/
application,应用,/ˌæplɪˈkeɪʃn/
apply,应用,/əˈplaɪ/
appoint,任命,/əˈpɔɪnt/
appointment,约会,/əˈpɔɪntmənt/
appreciate,欣赏,/əˈpri:ʃieɪt/
approach,方法,/əˈprəʊtʃ/
appropriate,适当的,/əˈprəʊpriət/
approval,批准,/əˈpru:vl/
approve,批准,/əˈpru:v/
apt,恰当的,/æpt/
architect,建筑师,/ˈɑ:kɪtekt/
architecture,结构,/ˈɑ:kɪtektʃə(r)/
area,区域,/ˈeəriə/
argue,争论,/ˈɑ:gju:/
argument,论点,/ˈɑ:gjumənt/
arise,出现,/əˈraɪz/
arouse,唤醒,/əˈraʊz/
array,数组,/əˈreɪ/
assassinate,暗杀，行刺,/əˈsæsɪneɪt/
assault,攻击,/əˈsɔ:lt/
assemble,装配,/əˈsembl/
assembly,装配,/əˈsembli/
assert,断言,/əˈsɜ:t/
assess,评估,/əˈses/
assimilate,吸收,/əˈsɪməleɪt/
assist,协助,/əˈsɪst/
assistance,帮助,/əˈsɪstəns/
assistant,辅助的,/əˈsɪstənt/
associate,交往,/əˈsəʊʃieɪt/
association,协会,/əˌsəʊʃiˈeɪʃn/
assume,假定,/əˈsju:m/
assumption,假定,/əˈsʌmpʃn/
assurance,自信,/əˈʃʊərəns/
assure,确保,/əˈʃʊə(r)/
astonish,使吃惊,/əˈstɒnɪʃ/
atmosphere,气氛,/ˈætməsfɪə(r)/
attach,附上,/əˈtætʃ/
attack,攻击,/əˈtæk/
attain,达到,/əˈteɪn/
attempt,尝试,/əˈtempt/
attend,参加,/əˈtend/
attention,注意,/əˈtenʃn/
attitude,态度,/ˈætɪtju:d/
attribute,属性,/əˈtrɪbju:t/
author,作者,/ˈɔ:θə(r)/
authority,权威,/ɔ:ˈθɒrəti/
auxiliary,助动词,/ɔ:gˈzɪliəri/
avail,有利,/əˈveɪl/
available,可利用的,/əˈveɪləbl/
average,平均水平,/ˈævərɪdʒ/
avoid,避免,/əˈvɔɪd/
awake,醒着的,/əˈweɪk/
award,奖,/əˈwɔ:d/
aware,知道的,/əˈweə(r)/
awkward,尴尬的,/ˈɔ:kwəd/
background,背景,/ˈbækgraʊnd/
balance,平衡,/ˈbæləns/
ban,禁止,/bæn/
bar,酒吧,/bɑ:(r)/
bare,赤裸的,/beə(r)/
barely,几乎不,/ˈbeəli/
bargain,讨价还价,/ˈbɑ:gən/
base,基础,/beɪs/
basement,地下室,/ˈbeɪsmənt/
basic,基本的,/ˈbeɪsɪk/
basis,基础,/ˈbeɪsɪs/
beam,光线,/bi:m/
become,成为,/bɪˈkʌm/
begin,开始,/bɪˈgɪn/
beginning,开始,/bɪˈgɪnɪŋ/
behalf,代表,/bɪˈhɑ:f/
behave,行为,/bɪˈheɪv/
behavior,行为,/bɪ''heɪvjə/
belief,信仰,/bɪˈli:f/
believe,相信,/bɪˈli:v/
belong,属于,/bɪˈlɒŋ/
beneficial,有益的,/ˌbenɪˈfɪʃl/
benefit,利益,/ˈbenɪfɪt/
bias,偏见,/ˈbaɪəs/
bid,出价,/bɪd/
bill,帐单,/bɪl/
billion,十亿,/ˈbɪljən/
birth,出生,/bɜ:θ/
board,董事会,/bɔ:d/
boast,自夸,/bəʊst/
bonus,奖金,/ˈbəʊnəs/
boom,繁荣,/bu:m/
boost,提高,/bu:st/
border,边境,/ˈbɔ:də(r)/
bore,钻孔,/bɔ:(r)/
born,出生的,/bɔ:n/
bother,麻烦,/ˈbɒðə(r)/
brace,支撑,/breɪs/
brain,脑,/breɪn/
branch,分支,/brɑ:ntʃ/
brand,牌子,/brænd/
breach,违反,/bri:tʃ/
break,休息,/breɪk/
breakdown,崩溃,/ˈbreɪkdaʊn/
breed,繁殖,/bri:d/
brief,简短的,/bri:f/
brisk,轻快的,/brɪsk/
brittle,易碎的,/ˈbrɪtl/
browse,浏览,/braʊz/
bubble,气泡,/ˈbʌbl/
budget,预算,/ˈbʌdʒɪt/
build,建造,/bɪld/
business,生意,/ˈbɪznəs/
calculate,计算,/ˈkælkjuleɪt/
call,打电话,/kɔ:l/
calm,平静,/kɑ:m/
campaign,运动,/kæmˈpeɪn/
candidate,候选人,/ˈkændɪdət/
capable,能干的,/ˈkeɪpəbl/
capacity,能力,/kəˈpæsəti/
capital,资本,/ˈkæpɪtl/
captive,俘虏,/ˈkæptɪv/
capture,捕获,/ˈkæptʃə(r)/
career,职业,/kəˈrɪə(r)/
careful,精心的,/ˈkeəfl/
case,案例,/keɪs/
cast,投,/kɑ:st/
casual,偶然的,/ˈkæʒuəl/
casualty,事故,/ˈkæʒuəlti/
catch,赶上,/kætʃ/
category,类别,/ˈkætəgəri/
cater,迎合,/ˈkeɪtə(r)/
cause,引起,/kɔ:z/
caution,警告,/ˈkɔ:ʃn/
cautious,谨慎的,/ˈkɔ:ʃəs/
cease,停止,/si:s/
celebrate,庆祝,/ˈselɪbreɪt/
celebrity,名人,/səˈlebrəti/
ceremony,仪式,/ˈserəməni/
certain,某些,/ˈsɜ:tn/
certainty,确定,/ˈsɜ:tnti/
certificate,执照,/səˈtɪfɪkət/
certify,证明,/ˈsɜːtɪfaɪ/
challenge,挑战,/ˈtʃæləndʒ/
chance,机会,/tʃɑ:ns/
change,改变,/tʃeɪndʒ/
channel,通道,/ˈtʃænl/
character,字符,/ˈkærəktə(r)/
characterise,表示 ... 的特征,/''kærɪktəraɪz/
characteristic,特性,/ˌkærəktəˈrɪstɪk/
charge,费用,/tʃɑ:dʒ/
charm,魅力,/tʃɑ:m/
chase,追赶,/tʃeɪs/
cheer,欢呼,/tʃɪə(r)/
chemical,化学物,/ˈkemɪkl/
cherish,珍爱,/ˈtʃerɪʃ/
chip,芯片,/tʃɪp/
choice,选择,/tʃɔɪs/
choke,窒息,/tʃəʊk/
choose,选择,/tʃu:z/
chop,砍,/tʃɒp/
circumstance,环境,/ˈsɜ:kəmstəns/
cite,引用,/saɪt/
claim,要求,/kleɪm/
clear,清除,/klɪə(r)/
click,点击,/klɪk/
client,客户,/ˈklaɪənt/
cling,坚持,/klɪŋ/
close,关,/kləʊz/
closet,壁橱,/ˈklɒzɪt/
code,密码,/kəʊd/
coincide,一致,/ˌkəʊɪnˈsaɪd/
collapse,崩溃,/kəˈlæps/
colleague,同事,/ˈkɒli:g/
collect,收集,/kəˈlekt/
collection,收集,/kəˈlekʃn/
collective,集体,/kəˈlektɪv/
collide,碰撞,/kəˈlaɪd/
column,列,/ˈkɒləm/
combat,战斗,/ˈkɒmbæt/
combine,结合,/kəmˈbaɪn/
command,命令,/kəˈmɑ:nd/
commend,推荐,/kəˈmend/
comment,评论,/ˈkɒment/
commerce,商业,/ˈkɒmɜ:s/
commercial,商业广告,/kəˈmɜ:ʃl/
commission,委员会,/kəˈmɪʃn/
commit,犯罪,/kəˈmɪt/
committee,委员会,/kəˈmɪti/
commodity,商品,/kəˈmɒdəti/
common,常见的,/ˈkɒmən/
communicate,传达，表达,/kəˈmju:nɪkeɪt/
communism,共产主义,/ˈkɒmjunɪzəm/
community,社区,/kəˈmju:nəti/
comparable,可比较的,/ˈkɒmpərəbl/
comparative,比较的,/kəmˈpærətɪv/
compare,比较,/kəmˈpeə(r)/
comparison,比较,/kəmˈpærɪsn/
compel,迫使,/kəmˈpel/
compensate,补偿,/ˈkɒmpenseɪt/
compete,竞争,/kəmˈpi:t/
competent,有能力的,/ˈkɒmpɪtənt/
competition,竞争,/ˌkɒmpəˈtɪʃn/
competitive,竞争的,/kəmˈpetətɪv/
compile,编译,/kəmˈpaɪl/
complain,抱怨,/kəmˈpleɪn/
complaint,投诉,/kəmˈpleɪnt/
complement,相辅相成,/ˈkɒmplɪment/
complete,完成,/kəmˈpli:t/
complex,复杂的,/ˈkɒmpleks/
complicate,复杂的,/ˈkɒmplɪkeɪt/
complicated,结构复杂的,/ˈkɒmplɪkeɪtɪd/
compliment,恭维,/ˈkɒmplɪmənt/
comply,顺从,/kəmˈplaɪ/
component,组成的；构成的,/kəmˈpəʊnənt/
compose,创作,/kəmˈpəʊz/
composition,作文,/ˌkɒmpəˈzɪʃn/
comprehend,领悟,/ˌkɒmprɪˈhend/
comprehension,理解,/ˌkɒmprɪˈhenʃn/
comprehensive,全面的,/ˌkɒmprɪˈhensɪv/
compress,压缩,/kəmˈpres/
comprise,包含,/kəmˈpraɪz/
compromise,妥协,/ˈkɒmprəmaɪz/
conceive,怀孕,/kənˈsi:v/
concentrate,集中,/ˈkɒnsntreɪt/
concept,概念,/ˈkɒnsept/
conception,概念,/kənˈsepʃn/
concern,关心,/kənˈsɜ:n/
concise,简明的,/kənˈsaɪs/
conclude,结束,/kənˈklu:d/
conclusion,结论,/kənˈklu:ʒn/
condemn,谴责,/kənˈdem/
condense,凝结,/kənˈdens/
condition,条件,/kənˈdɪʃn/
conduct,行为,/kənˈdʌkt/
conductor,指挥,/kənˈdʌktə(r)/
confer,商讨,/kənˈfɜ:(r)/
conference,会议,/ˈkɒnfərəns/
confess,承认,/kənˈfes/
confidence,信心,/ˈkɒnfɪdəns/
confident,自信的,/ˈkɒnfɪdənt/
confidential,机密的,/ˌkɒnfɪˈdenʃl/
confirm,证实,/kənˈfɜ:m/
conflict,冲突,/ˈkɒnflɪkt/
conform,遵从,/kənˈfɔ:m/
confront,面临,/kənˈfrʌnt/
confuse,混淆,/kənˈfju:z/
confusion,混乱,/kənˈfju:ʒn/
congress,代表大会,/ˈkɒŋgres/
connect,连接,/kəˈnekt/
connection,连接,/kəˈnekʃn/
conscious,意识,/ˈkɒnʃəs/
consequence,结果,/ˈkɒnsɪkwəns/
consequently,因此,/ˈkɒnsɪkwəntli/
conservation,保护,/ˌkɒnsəˈveɪʃn/
conservative,保守的,/kənˈsɜ:vətɪv/
consider,考虑,/kənˈsɪdə(r)/
considerable,相当大的,/kənˈsɪdərəbl/
considerate,体贴的,/kənˈsɪdərət/
consist,构成,/kənˈsɪst/
consistent,一致的,/kənˈsɪstənt/
console,安慰,/kən''səʊl/
constant,常数,/ˈkɒnstənt/
constituent,成分,/kənˈstɪtjuənt/
constitute,构成,/ˈkɒnstɪtju:t/
constitution,宪法,/ˌkɒnstɪˈtju:ʃn/
constrain,限制,/kənˈstreɪn/
construct,建造,/kənˈstrʌkt/
consume,消耗,/kənˈsju:m/
consumption,消费,/kənˈsʌmpʃn/
contemporary,当代的,/kənˈtemprəri/
contempt,轻蔑,/kənˈtempt/
contend,竞争,/kənˈtend/
content,内容,/''kɒntent/
contest,比赛,/ˈkɒntest/
continual,不断的,/kənˈtɪnjuəl/
continue,继续,/kənˈtɪnju:/
continuous,连续的,/kənˈtɪnjuəs/
contract,合同,/ˈkɒntrækt/
contradict,反驳,/ˌkɒntrəˈdɪkt/
contrary,相反,/ˈkɒntrəri/
contrast,对比,/ˈkɒntrɑ:st/
contribute,贡献,/kənˈtrɪbju:t/
contribution,贡献,/ˌkɒntrɪˈbju:ʃn/
control,控制,/kənˈtrəʊl/
controversial,有争议的,/ˌkɒntrəˈvɜ:ʃl/
controversy,争议,/ˈkɒntrəvɜ:si/
convention,大会,/kənˈvenʃn/
converge,会聚,/kənˈvɜ:dʒ/
convey,传达,/kənˈveɪ/
council,委员会,/ˈkaʊnsl/
counsel,建议,/ˈkaʊnsl/
court,法院,/kɔ:t/
courtesy,礼貌,/ˈkɜ:təsi/
cover,封面,/ˈkʌvə(r)/
create,创造,/kriˈeɪt/
creative,创作的,/kriˈeɪtɪv/
credit,信用,/ˈkredɪt/
crisis,危机,/ˈkraɪsɪs/
critic,评论家,/ˈkrɪtɪk/
critical,批评的,/ˈkrɪtɪkl/
criticism,批评,/ˈkrɪtɪsɪzəm/
criticize,批评,/ˈkrɪtɪsaɪz/
crucial,关键的,/ˈkru:ʃl/
culprit,罪犯,/ˈkʌlprɪt/
cultivate,培养,/ˈkʌltɪveɪt/
culture,文化,/ˈkʌltʃə(r)/
curiosity,好奇,/ˌkjʊəriˈɒsəti/
curious,好奇的,/ˈkjʊəriəs/
currency,货币,/ˈkʌrənsi/
current,现在的,/ˈkʌrənt/
cut,切,/kʌt/
data,数据,/ˈdeɪtə/
database,数据库,/ˈdeɪtəbeɪs/
date,日期,/deɪt/
dazzle,使眼花,/ˈdæzl/
deal,交易,/di:l/
dealer,经销商,/ˈdi:lə(r)/
debate,辩论,/dɪˈbeɪt/
decade,十年,/ˈdekeɪd/
decide,决定,/dɪˈsaɪd/
decision,决定,/dɪˈsɪʒn/
decisive,决定性的,/dɪˈsaɪsɪv/
decline,下降,/dɪˈklaɪn/
decorate,装饰,/ˈdekəreɪt/
decrease,减少,/dɪˈkri:s/
dedicate,致力于,/ˈdedɪkeɪt/
deduce,推断,/dɪˈdju:s/
deduct,扣除,/dɪˈdʌkt/
deem,认为,/di:m/
defend,辩护,/dɪˈfend/
defendant,被告,/dɪˈfendənt/
define,定义,/dɪˈfaɪn/
definite,明确的,/ˈdefɪnət/
definition,定义,/ˌdefɪˈnɪʃn/
defy,反抗,/dɪˈfaɪ/
degree,程度,/dɪˈgri:/
delay,推迟,/dɪˈleɪ/
deliberate,深思熟虑的,/dɪˈlɪbərət/
delicate,微妙的,/ˈdelɪkət/
deliver,交付,/dɪˈlɪvə(r)/
delivery,交付,/dɪˈlɪvəri/
demand,需求,/dɪˈmɑ:nd/
democracy,民主,/dɪˈmɒkrəsi/
democratic,民主的,/ˌdeməˈkrætɪk/
demonstrate,证明,/ˈdemənstreɪt/
denial,否认,/dɪˈnaɪəl/
denote,表示,/dɪˈnəʊt/
deny,否认,/dɪˈnaɪ/
department,部门,/dɪˈpɑ:tmənt/
depend,取决于,/dɪˈpend/
dependent,依赖的,/dɪˈpendənt/
deposit,存款,/dɪˈpɒzɪt/
depress,降低,/dɪˈpres/
deprive,剥夺,/dɪˈpraɪv/
derive,起源,/dɪˈraɪv/
describe,描述,/dɪˈskraɪb/
description,描述,/dɪˈskrɪpʃn/
deserve,值得,/dɪˈzɜ:v/
design,设计,/dɪˈzaɪn/
designate,指定,/ˈdezɪgneɪt/
desirable,令人满意的,/dɪˈzaɪərəbl/
desire,渴望,/dɪˈzaɪə(r)/
despise,轻视,/dɪˈspaɪz/
despite,尽管,/dɪˈspaɪt/
detach,派遣,/dɪˈtætʃ/
detail,细节,/ˈdi:teɪl/
detain,扣留,/dɪˈteɪn/
detect,探测,/dɪˈtekt/
deteriorate,恶化,/dɪˈtɪəriəreɪt/
determine,确定,/dɪˈtɜ:mɪn/
develop,发展,/dɪˈveləp/
device,设备,/dɪˈvaɪs/
devise,设计,/dɪˈvaɪz/
differ,不同,/ˈdɪfə(r)/
difference,不同,/ˈdɪfrəns/
diffuse,弥漫,/dɪˈfju:s/
dilute,稀释,/daɪˈlu:t/
dim,暗淡的,/dɪm/
diminish,减少,/dɪˈmɪnɪʃ/
disable,使 ... 失去能力,/dɪsˈeɪbl/
disappear,消失,/ˌdɪsəˈpɪə(r)/
disappoint,使失望,/ˌdɪsəˈpɔɪnt/
discipline,纪律,/ˈdɪsəplɪn/
disclose,公开,/dɪsˈkləʊz/
discover,发现,/dɪˈskʌvə(r)/
discovery,发现,/dɪˈskʌvəri/
discriminate,区分,/dɪˈskrɪmɪneɪt/
discuss,讨论,/dɪˈskʌs/
disease,疾病,/dɪˈzi:z/
disgrace,耻辱,/dɪsˈgreɪs/
dismiss,开除,/dɪsˈmɪs/
disorder,混乱,/dɪsˈɔ:də(r)/
disperse,分散,/dɪˈspɜ:s/
displace,取代,/dɪsˈpleɪs/
display,显示,/dɪˈspleɪ/
dispute,争论,/dɪˈspju:t/
dissolve,溶解,/dɪˈzɒlv/
distinct,不同的,/dɪˈstɪŋkt/
distinction,区分,/dɪˈstɪŋkʃn/
distinguish,区别,/dɪˈstɪŋgwɪʃ/
distort,扭曲,/dɪˈstɔ:t/
distract,分散,/dɪˈstrækt/
distribute,分配,/dɪˈstrɪbju:t/
diverse,不同的,/daɪˈvɜ:s/
diversion,转移,/daɪˈvɜ:ʃn/
divert,转移,/daɪˈvɜ:t/
divide,分,/dɪˈvaɪd/
dividend,股息,/ˈdɪvɪdend/
division,部门,/dɪˈvɪʒn/
document,文件,/ˈdɒkjumənt/
documentary,纪录片,/ˌdɒkjuˈmentri/
domain,领域,/dəˈmeɪn/
domestic,国内的,/dəˈmestɪk/
dominant,主要的,/ˈdɒmɪnənt/
dominate,控制,/ˈdɒmɪneɪt/
doom,厄运,/du:m/
double,两倍,/ˈdʌbl/
doubt,怀疑,/daʊt/
drama,戏剧,/ˈdrɑ:mə/
dramatic,戏剧性的,/drəˈmætɪk/
drive,开车,/draɪv/
dubious,可疑的,/ˈdju:biəs/
due,到期的,/dju:/
durable,耐用持久的,/ˈdjʊərəbl/
duration,持续时间,/djuˈreɪʃn/
duty,责任,/ˈdju:ti/
dynamic,动力,/daɪˈnæmɪk/
economic,经济的,/ˌi:kəˈnɒmɪk/
economical,经济的,/ˌi:kəˈnɒmɪkl/
economics,经济学,/ˌi:kəˈnɒmɪks/
economy,经济,/ɪˈkɒnəmi/
educate,教育,/ˈedʒukeɪt/
education,教育,/ˌedʒuˈkeɪʃn/
effect,影响,/ɪˈfekt/
effective,有效的,/ɪˈfektɪv/
efficiency,效率,/ɪˈfɪʃnsi/
efficient,效率高的,/ɪˈfɪʃnt/
effort,努力,/ˈefət/
elaborate,复杂的,/ɪˈlæbərət/
elegant,优雅的,/ˈelɪgənt/
element,元素,/ˈelɪmənt/
elementary,基本的,/ˌelɪˈmentri/
eliminate,淘汰,/ɪˈlɪmɪneɪt/
elite,精英,/eɪˈli:t/
elsewhere,别处,/ˌelsˈweə(r)/
embed,深留脑中,/ɪm''bed/
embody,包含,/ɪmˈbɒdi/
embrace,拥抱,/ɪmˈbreɪs/
embryo,胚胎,/ˈembriəʊ/
emerge,浮现,/iˈmɜ:dʒ/
emergency,紧急状态,/iˈmɜ:dʒənsi/
eminent,著名的,/ˈemɪnənt/
emotion,情感,/ɪˈməʊʃn/
emphasis,强调,/ˈemfəsɪs/
emphasize,强调,/ˈemfəsaɪz/
employ,使用,/ɪmˈplɔɪ/
employee,雇员,/ɪmˈplɔɪi:/
employer,雇主,/ɪmˈplɔɪə(r)/
employment,职业,/ɪmˈplɔɪmənt/
enable,使能够,/ɪˈneɪbl/
encounter,遇到,/ɪnˈkaʊntə(r)/
encourage,鼓励,/ɪnˈkʌrɪdʒ/
end,结束,/end/
endeavor,努力,/ɪn''devə/
endorse,支持,/ɪnˈdɔ:s/
energetic,精力旺盛的,/ˌenəˈdʒetɪk/
energy,能源,/ˈenədʒi/
enforce,执行,/ɪnˈfɔ:s/
engage,从事,/ɪnˈgeɪdʒ/
engagement,订婚,/ɪnˈgeɪdʒmənt/
enhance,提高,/ɪnˈhɑ:ns/
enlarge,扩大,/ɪnˈlɑ:dʒ/
enlighten,启发,/ɪnˈlaɪtn/
ensure,确保,/ɪn''ʃʊə(r)/
entail,带来,/ɪnˈteɪl/
enterprise,企业,/ˈentəpraɪz/
entertain,娱乐,/ˌentəˈteɪn/
entertainment,娱乐,/ˌentəˈteɪnmənt/
environment,环境,/ɪnˈvaɪrənmənt/
epidemic,流行病,/ˌepɪˈdemɪk/
episode,插曲,/ˈepɪsəʊd/
epoch,时代,/ˈi:pɒk/
escape,逃跑,/ɪˈskeɪp/
especially,特别,/ɪˈspeʃəli/
